,x,y,z,p,test_name,t
39,-0.9725708597555711,-0.01625439322773168,0.2902489465647444,5.8339121991210074,char_1,2024-02-01 14:01:44.343559
40,-0.8986353264054492,0.003575612119316514,0.39694717235168026,5.723869995726487,char_1,2024-02-01 14:01:44.344559
41,-0.8780613589313143,-0.016934669278025907,0.5052897610975503,5.396624532160722,char_1,2024-02-01 14:01:44.345559
42,-0.7781051211898798,-0.04156101866128259,0.6223361641461933,4.93161507486267,char_1,2024-02-01 14:01:44.346559
43,-0.7024624404393074,-0.0020297256612306497,0.7255071525355783,4.413809372137,char_1,2024-02-01 14:01:44.347559
44,-0.6409898939915797,-0.016055547969542533,0.8311719159890496,3.7887980649784154,char_1,2024-02-01 14:01:44.348559
45,-0.48619864384420786,0.0010044551907097167,0.8599872853666178,3.3017231153950815,char_1,2024-02-01 14:01:44.349559
46,-0.43674027224350576,0.00782041800123599,0.929845472670632,2.9447260339225485,char_1,2024-02-01 14:01:44.350559
47,-0.286171555800652,0.01663515483096211,0.9679046584956097,2.757436872242606,char_1,2024-02-01 14:01:44.351559
48,-0.11778119798487707,-0.02523474497097104,1.0051266824565426,2.8292584151050093,char_1,2024-02-01 14:01:44.352559
49,0.028744289137492433,0.008108172089133723,1.0227767393019787,3.0715385948438696,char_1,2024-02-01 14:01:44.353559
50,-0.007269888475103958,0.014220032401352209,0.9915182685486053,3.090492068995343,char_1,2024-02-01 14:01:44.354559
51,0.1015313334259553,0.021879354949277858,1.028187443584138,3.553147622026104,char_1,2024-02-01 14:01:44.355559
52,0.2731996584901095,0.055399536138385205,0.9551491538198947,4.07460223040983,char_1,2024-02-01 14:01:44.356559
53,0.37707638035562263,0.009748742983382871,0.9386824385872609,4.672864962650647,char_1,2024-02-01 14:01:44.357559
54,0.5190419352680611,0.024531800586491823,0.8711443935037083,5.2330122456358374,char_1,2024-02-01 14:01:44.358559
55,0.6126582068196568,0.05112906339508801,0.8145204465451324,5.6142460583278355,char_1,2024-02-01 14:01:44.359559
56,0.7038231270762347,0.03164241535465845,0.7010787686321018,5.857243342598812,char_1,2024-02-01 14:01:44.360559
57,0.820436704772077,-0.010643292999933503,0.6367954915021823,5.805331175730921,char_1,2024-02-01 14:01:44.361559
58,0.8491896040208285,0.05433820306937199,0.5104521312877173,5.552704274391971,char_1,2024-02-01 14:01:44.362559
59,0.894463684546062,0.052273698878342906,0.38173294954190584,5.175382313533443,char_1,2024-02-01 14:01:44.363559
60,0.9690102470779209,0.03569323289735889,0.25879229456830427,4.596479802330048,char_1,2024-02-01 14:01:44.364559
61,0.9643106008756595,0.0584086694356678,0.17102332126205871,3.987245109492606,char_1,2024-02-01 14:01:44.365559
62,0.952250191223449,0.02397441997242441,0.04063628273270778,3.4529256474746814,char_1,2024-02-01 14:01:44.366559
63,0.9834565484197791,0.04210435848842564,-0.06941891645449726,3.028336512059628,char_1,2024-02-01 14:01:44.367559
64,0.9406758385579447,0.06068252494618924,-0.25811474320562816,2.7878933420707086,char_1,2024-02-01 14:01:44.368559
65,0.9328483638479221,0.03499630909273921,-0.3512417298318065,2.7921081288954306,char_1,2024-02-01 14:01:44.369559
66,0.8393408138700043,0.0437014904912809,-0.478000288357797,2.963203446966091,char_1,2024-02-01 14:01:44.370559
67,0.8218605554378966,0.026228399138100773,-0.5447646885602431,3.418755657106995,char_1,2024-02-01 14:01:44.371559
68,0.7262179473154471,0.030342501867465507,-0.6734732220025489,3.918588219623107,char_1,2024-02-01 14:01:44.372559
69,0.6288659895087023,0.029143508102575558,-0.7292098043804044,4.500168021880464,char_1,2024-02-01 14:01:44.373559
70,0.546765822051808,0.02588438432105462,-0.8277083355955319,5.06803344860139,char_1,2024-02-01 14:01:44.374559
71,0.4125054709115504,0.02491961545278262,-0.9143677597121085,5.542657196761054,char_1,2024-02-01 14:01:44.375559
72,0.32781408639843135,0.055431733401319384,-0.9808602980610116,5.7833546834183585,char_1,2024-02-01 14:01:44.376559
73,0.16376892286210148,0.017610370756922025,-0.9923466279152441,5.857501053012105,char_1,2024-02-01 14:01:44.377559
74,0.10001491598952916,0.001089230095516814,-0.9939183089850512,5.690478794122275,char_1,2024-02-01 14:01:44.378559
75,-0.06248598856172724,0.021681860329015142,-1.0162479757462588,5.334767338374022,char_1,2024-02-01 14:01:44.379559
76,-0.17858961216714678,0.005066812755122821,-0.9540791574904148,4.764980513342896,char_1,2024-02-01 14:01:44.380559
77,-0.322490145571683,-0.017697660080101946,-0.9443255758223797,4.185175305194329,char_1,2024-02-01 14:01:44.381559
78,-0.4094898500555695,-0.032184510197233486,-0.8599487407638992,3.634076751479771,char_1,2024-02-01 14:01:44.382559
79,-0.5608587243143653,-0.044808445630061394,-0.8387022206151614,3.161592569689356,char_1,2024-02-01 14:01:44.383559
80,-0.6538251457660448,-0.016519072686493903,-0.7417698973790107,2.8543286086184385,char_1,2024-02-01 14:01:44.384559
81,-0.7586699793314089,-0.07363046178149181,-0.688652783496799,2.80884154905145,char_1,2024-02-01 14:01:44.385559
82,-0.8136908851069103,-0.040821492849052274,-0.5466986894209189,2.921101510775788,char_1,2024-02-01 14:01:44.386559
83,-0.8530438651422413,-0.06768806741854855,-0.46918094298823626,3.2256152702908962,char_1,2024-02-01 14:01:44.387559
84,-0.9422728623863735,-0.060638227802731155,-0.36516344497750036,3.7494310181339165,char_1,2024-02-01 14:01:44.388559
85,-1.008394496387673,-0.014781186851449461,-0.21523544431079278,4.329804176861716,char_1,2024-02-01 14:01:44.389559
86,-0.9503225371675385,-0.04541029334010807,-0.06577699562131639,4.927393786443565,char_1,2024-02-01 14:01:44.390559
87,-0.9969086938840058,-0.021849028542466828,0.011580310316676473,5.405276267695358,char_1,2024-02-01 14:01:44.391559
88,-0.9908195193426104,-0.046623136831790306,0.1513167338079734,5.760298607363876,char_1,2024-02-01 14:01:44.392559
89,-0.987066304647504,-0.03424508707872637,0.2600652345764994,5.856006772918458,char_1,2024-02-01 14:01:44.393559
90,-0.887928910948251,-0.056705937584145015,0.40226611628852865,5.7917581715043385,char_1,2024-02-01 14:01:44.394559
91,-0.8554741044298231,-0.03281912897744457,0.5123858688924885,5.471187805779597,char_1,2024-02-01 14:01:44.395559
92,-0.7986959443573541,-0.03007432857015026,0.5946479372656535,4.971985950550238,char_1,2024-02-01 14:01:44.396559
93,-0.6957464797952001,-0.029094043100933782,0.726917933776043,4.410117464947723,char_1,2024-02-01 14:01:44.397559
94,-0.6045246709275613,-0.011676530848678202,0.7892863282531183,3.8451452694870123,char_1,2024-02-01 14:01:44.398559
95,-0.4816948736786195,-0.04695782441400111,0.8225164151948086,3.327836809314559,char_1,2024-02-01 14:01:44.399559
96,-0.3459612681200257,0.0014014064105092282,0.9115518133942551,2.952864586681464,char_1,2024-02-01 14:01:44.400559
97,-0.2648930079981746,0.0038775846809360227,0.9524785604378332,2.793565087167414,char_1,2024-02-01 14:01:44.401559
98,-0.08488485019333056,-0.02361888354412137,1.0127059072120406,2.8558313827796074,char_1,2024-02-01 14:01:44.402559
99,0.005621268656395317,0.03062866025933672,1.0017408450787315,3.13531684630637,char_1,2024-02-01 14:01:44.403559
100,0.01716148168388332,0.008123392316259463,0.988325811634954,3.137009028894549,char_1,2024-02-01 14:01:44.404559
101,0.14172005042099234,0.01486253710484478,1.0157579129639625,3.574652093799841,char_1,2024-02-01 14:01:44.405559
102,0.2435830139915354,-0.0016188826394885752,0.933577250657558,4.15944979870109,char_1,2024-02-01 14:01:44.406559
103,0.369999735884349,-0.005053520861999863,0.9318491041086697,4.753090309645263,char_1,2024-02-01 14:01:44.407559
104,0.513994022763002,0.09245633955905479,0.8826257036607029,5.298037821089212,char_1,2024-02-01 14:01:44.408559
105,0.6015154794104828,0.06428616077376403,0.7959796978109361,5.697093697506222,char_1,2024-02-01 14:01:44.409559
106,0.7121216356144577,0.038777156735902846,0.7154095265887258,5.885116169142825,char_1,2024-02-01 14:01:44.410559
107,0.7829703685359672,0.040620229581126446,0.5982664942508504,5.848940309510818,char_1,2024-02-01 14:01:44.411559
108,0.8506027063138851,0.06578247509044925,0.5191927850391679,5.613813472748462,char_1,2024-02-01 14:01:44.412559
109,0.8976653632060444,0.03153239571453523,0.3853343739009003,5.207277346206975,char_1,2024-02-01 14:01:44.413559
110,0.9775581627543876,0.08234579474422032,0.26874047513817384,4.614850049027754,char_1,2024-02-01 14:01:44.414559
111,0.9953073656787342,0.09181442719907226,0.18458269076792164,4.070553056966122,char_1,2024-02-01 14:01:44.415559
112,0.9758975778373553,0.06756208820016735,0.016313733989682545,3.501953156600269,char_1,2024-02-01 14:01:44.416559
113,0.9936822156447548,0.07598455210623574,-0.07696047846147916,3.0846949940141832,char_1,2024-02-01 14:01:44.417559
114,1.0031303181197924,0.08207319356813754,-0.2517593008107373,2.85638427662878,char_1,2024-02-01 14:01:44.418559
115,0.9368251341365158,0.0658649885486018,-0.36161485938552307,2.8500244621042383,char_1,2024-02-01 14:01:44.419559
116,0.8796103488100544,0.04888873938230791,-0.4739129021531094,3.048926635879425,char_1,2024-02-01 14:01:44.420559
117,0.8483133098798336,0.06597409168109289,-0.5553005581714998,3.4412254368026445,char_1,2024-02-01 14:01:44.421559
118,0.7347636986513016,0.08668675722450399,-0.677440419619515,3.9501812465644086,char_1,2024-02-01 14:01:44.422559
119,0.6327754004560916,0.07653010399137228,-0.7440245187503256,4.580732523435762,char_1,2024-02-01 14:01:44.423559
120,0.5536307478966878,0.036113931424175856,-0.853276377088697,5.138863882643503,char_1,2024-02-01 14:01:44.424559
121,0.4069431655163524,0.03191847670206003,-0.8954136398384006,5.571258783611607,char_1,2024-02-01 14:01:44.425559
122,0.32817419311312934,0.03098399219470638,-0.9531081605852416,5.8610692716867865,char_1,2024-02-01 14:01:44.426559
123,0.20011944765402856,0.010128777209526141,-0.9737804709336613,5.909701065067961,char_1,2024-02-01 14:01:44.427559
124,0.07724167315977061,0.002647352956656429,-0.9880799131827044,5.7391819149797465,char_1,2024-02-01 14:01:44.428559
125,-0.09235361517495268,-0.00973943189541114,-0.9956045184197522,5.350746498066723,char_1,2024-02-01 14:01:44.429559
126,-0.17405496403047324,-0.012458828509636182,-1.0050596832293976,4.884814742499599,char_1,2024-02-01 14:01:44.430559
127,-0.3395964532902618,-0.059142384951168206,-0.9657595713192598,4.273814137287722,char_1,2024-02-01 14:01:44.431559
128,-0.41835413863395127,-0.04849991343048082,-0.9046353690905158,3.691145994354728,char_1,2024-02-01 14:01:44.432559
129,-0.5530171661471588,-0.03663300411298213,-0.8535610319158856,3.2300604529091643,char_1,2024-02-01 14:01:44.433559
130,-0.631799881356646,-0.02530760972635188,-0.7343812681846897,2.9110957965747533,char_1,2024-02-01 14:01:44.434559
131,-0.7518711393966375,-0.033934669270039255,-0.6630911216314244,2.801420784634229,char_1,2024-02-01 14:01:44.435559
132,-0.783439851321092,-0.07400036762131695,-0.5623866741695018,2.967445434576968,char_1,2024-02-01 14:01:44.436559
133,-0.8866841788563453,-0.07066598822543611,-0.4860128822100318,3.300183900165198,char_1,2024-02-01 14:01:44.437559
134,-0.9140322674946965,-0.07000817894540948,-0.33749333654727043,3.8225583141650596,char_1,2024-02-01 14:01:44.438559
135,-0.9623394839402454,-0.10912283328779776,-0.20255825840395247,4.395561296277101,char_1,2024-02-01 14:01:44.439559
136,-0.9792211686847414,-0.07084926712393445,-0.0813349705171893,4.979679190372964,char_1,2024-02-01 14:01:44.440559
137,-0.9935282603704808,-0.05769857735609119,0.012312658665501564,5.471391107455726,char_1,2024-02-01 14:01:44.441559
138,-0.9497154782828092,-0.06845366631134873,0.15018565423478333,5.793540518314586,char_1,2024-02-01 14:01:44.442559
139,-0.9837752655187949,-0.08343020260506351,0.2869163179675415,5.906640308230396,char_1,2024-02-01 14:01:44.443559
140,-0.9174223506928044,-0.03318921175528628,0.43202325290669313,5.857418058113627,char_1,2024-02-01 14:01:44.444559
141,-0.8620414621356625,-0.10343859517565662,0.5344723863089988,5.525671969959187,char_1,2024-02-01 14:01:44.445559
142,-0.7855752882347474,-0.07879039791394092,0.661852584048115,5.031865117840198,char_1,2024-02-01 14:01:44.446559
143,-0.6789200071010446,-0.07077098422231486,0.6728506904147354,4.505640728471809,char_1,2024-02-01 14:01:44.447559
144,-0.5955607019764655,-0.04337483899350503,0.8065665287530034,3.8486557072591077,char_1,2024-02-01 14:01:44.448559
145,-0.4665599191320482,-0.02206054791542591,0.8658682691935248,3.399627571131245,char_1,2024-02-01 14:01:44.449559
146,-0.37203482858878695,-0.020412984793252893,0.9303271117811969,3.0033178214427694,char_1,2024-02-01 14:01:44.450559
147,-0.2926131065859207,-0.07138778574163623,0.9670205873923315,2.8425604037235335,char_1,2024-02-01 14:01:44.451559
148,-0.13988660221098345,-0.0425745542879245,1.0091627047083231,2.9438980592085304,char_1,2024-02-01 14:01:44.452559
149,0.027457171735073397,-0.006065898880446891,0.9746508230323828,3.2033318654612994,char_1,2024-02-01 14:01:44.453559
150,0.019615736237413854,0.023640584540296092,0.9875475333421954,3.2290583553396073,char_1,2024-02-01 14:01:44.454559
151,0.13130715365986445,0.018182585217144494,0.9995680990150028,3.65029663160892,char_1,2024-02-01 14:01:44.455559
152,0.2292929011944453,0.0117806854731397,0.967927917251142,4.2445012034908824,char_1,2024-02-01 14:01:44.456559
153,0.3688364022271047,0.03804000172712869,0.9353705821320325,4.775681564570087,char_1,2024-02-01 14:01:44.457559
154,0.5071956370424778,0.04864742940536534,0.8716153789873289,5.360172684983561,char_1,2024-02-01 14:01:44.458559
155,0.5762725037625086,0.06406494687264826,0.8007976636282561,5.736520900819309,char_1,2024-02-01 14:01:44.459559
156,0.6668547782625066,0.06162167968295195,0.7579654052620957,5.94849015241681,char_1,2024-02-01 14:01:44.460559
157,0.8101949616829949,0.06060146228864916,0.6281358915877077,5.888923460024517,char_1,2024-02-01 14:01:44.461559
158,0.837949838287193,0.07192979356539675,0.5759481321568533,5.631330482132354,char_1,2024-02-01 14:01:44.462559
159,0.917317248073373,0.08907758193580444,0.4276168237346463,5.235019252619054,char_1,2024-02-01 14:01:44.463559
160,0.9821669340786999,0.11648483353411138,0.29357872406863833,4.695300028242628,char_1,2024-02-01 14:01:44.464559
161,0.9711617569467602,0.09977661090078559,0.15077551472025255,4.111926482504076,char_1,2024-02-01 14:01:44.465559
162,0.9876041896498026,0.049222792251367546,0.02312302365437168,3.5590118629310608,char_1,2024-02-01 14:01:44.466559
163,0.9801578508532107,0.10883933369868593,-0.1232536810911807,3.1488792278124724,char_1,2024-02-01 14:01:44.467559
164,0.9395813798449556,0.052877379068317555,-0.20732090318166402,2.8911143572962787,char_1,2024-02-01 14:01:44.468559
165,0.9873075773937893,0.09837655450639622,-0.3262628421064632,2.877360667890673,char_1,2024-02-01 14:01:44.469559
166,0.8864910523344279,0.11884899853359027,-0.46629968774007163,3.086126435029797,char_1,2024-02-01 14:01:44.470559
167,0.8253077663561376,0.12898162497973137,-0.5629623958606141,3.48750962227214,char_1,2024-02-01 14:01:44.471559
168,0.7959015385573296,0.06602678901402678,-0.676719192140904,4.0284468075818705,char_1,2024-02-01 14:01:44.472559
169,0.6317450455751881,0.07538626216912706,-0.7802330747889054,4.624976530424452,char_1,2024-02-01 14:01:44.473559
170,0.550773341096682,0.08617854509231779,-0.815760720412353,5.204485620480925,char_1,2024-02-01 14:01:44.474559
171,0.42956411031473957,0.026789412209163234,-0.8820357833891473,5.6060554086077365,char_1,2024-02-01 14:01:44.475559
172,0.31475495694871947,0.021457241991842464,-0.9692712891028639,5.8715482247702475,char_1,2024-02-01 14:01:44.476559
173,0.21628689366460116,0.029166547235109766,-1.0319047208324008,5.959411948855667,char_1,2024-02-01 14:01:44.477559
174,0.10104385989164434,0.01900646701639464,-1.0072035788606106,5.793908878551141,char_1,2024-02-01 14:01:44.478559
175,-0.04750770508485591,0.01330056739440123,-0.9989359440784794,5.443154686458783,char_1,2024-02-01 14:01:44.479559
176,-0.19952788413337544,-0.04395850096723264,-0.9659572400131927,4.912629565895375,char_1,2024-02-01 14:01:44.480559
177,-0.3073020387423621,-0.009060360847616904,-0.95532707823017,4.311637749016265,char_1,2024-02-01 14:01:44.481559
178,-0.43258419633379075,-0.013496745100059479,-0.9196607537735433,3.754836224780782,char_1,2024-02-01 14:01:44.482559
179,-0.5363767944225092,-0.059797549456715164,-0.821723214814123,3.263654150753506,char_1,2024-02-01 14:01:44.483559
180,-0.6552195921016076,-0.04206596931868596,-0.7252149520814131,2.9692809793444885,char_1,2024-02-01 14:01:44.484559
181,-0.7378042741835441,-0.06995399638177935,-0.6680999214707911,2.8882325181193385,char_1,2024-02-01 14:01:44.485559
182,-0.8118286532599415,-0.0801587798834796,-0.5781217463215712,3.0343590486325196,char_1,2024-02-01 14:01:44.486559
183,-0.8802838178066141,-0.07050214547940556,-0.48426191063346047,3.37547481404674,char_1,2024-02-01 14:01:44.487559
184,-0.9415771207287312,-0.14465592693328594,-0.36308589913959577,3.8670355743478355,char_1,2024-02-01 14:01:44.488559
185,-0.9726225067215438,-0.12719069074091263,-0.21484366855971204,4.4462855064661255,char_1,2024-02-01 14:01:44.489559
186,-0.966692532797975,-0.1051616202002229,-0.11663872394991091,5.0351315296724595,char_1,2024-02-01 14:01:44.490559
187,-0.9853706779250399,-0.0845579768652894,0.04430318270487236,5.543799577611051,char_1,2024-02-01 14:01:44.491559
188,-0.9940470145283484,-0.10855658149879152,0.14614364716028888,5.870422004431388,char_1,2024-02-01 14:01:44.492559
189,-0.9730355841631366,-0.10457399918609982,0.2590088681436429,6.024232155764898,char_1,2024-02-01 14:01:44.493559
190,-0.9196356810439058,-0.1254489714784448,0.38484914486178906,5.929501476610779,char_1,2024-02-01 14:01:44.494559
191,-0.8389295140312987,-0.09197533491747788,0.5153265440983448,5.626501323660447,char_1,2024-02-01 14:01:44.495559
192,-0.7739576227050655,-0.08005872738246764,0.6310316647918204,5.103875771381931,char_1,2024-02-01 14:01:44.496559
193,-0.7033157372974069,-0.08486126410828404,0.7303211858489003,4.493988315551518,char_1,2024-02-01 14:01:44.497559
194,-0.5955762138497611,-0.07104711691773447,0.7856005793067024,3.9171290874235862,char_1,2024-02-01 14:01:44.498559
195,-0.4604627432897842,-0.02062958937760649,0.8615786053914383,3.4579098384452025,char_1,2024-02-01 14:01:44.499559
196,-0.3861188559517231,-0.03510871900391545,0.91310679622602,3.0861737094387625,char_1,2024-02-01 14:01:44.500559
197,-0.23222863726695817,-0.016399403609902913,0.9798712015327709,2.9240989713459604,char_1,2024-02-01 14:01:44.501559
198,-0.13792891276565877,-0.008906244773294172,0.9817679253890752,2.9579510370328244,char_1,2024-02-01 14:01:44.502559
199,-0.007121240910277109,-0.0028192127930432354,1.0244672606069969,3.2488992836513884,char_1,2024-02-01 14:01:44.503559
200,0.007935001641370048,-0.024671543170057337,1.0168664564194188,3.276944359377607,char_1,2024-02-01 14:01:44.504559
201,0.13336445641464095,0.013727706511127213,0.9588863463036048,3.726065929737917,char_1,2024-02-01 14:01:44.505559
202,0.24819467895358532,-0.03634519962156293,0.9827571770291099,4.354060755333847,char_1,2024-02-01 14:01:44.506559
203,0.3699617795693572,0.09021500011374624,0.947401715268213,4.887060915732803,char_1,2024-02-01 14:01:44.507559
204,0.46999354082317996,0.07406941029020997,0.8640041495027819,5.398657379082408,char_1,2024-02-01 14:01:44.508559
205,0.573589427504037,0.07918361043049642,0.8007821926607939,5.796003518337026,char_1,2024-02-01 14:01:44.509559
206,0.6805682710619901,0.10700616013595848,0.7127176041654085,6.017360038338708,char_1,2024-02-01 14:01:44.510559
207,0.7478977370895773,0.08743375187856105,0.6084863338796938,5.995185311550495,char_1,2024-02-01 14:01:44.511559
208,0.8297551400409977,0.10970610581606659,0.5106161523541112,5.703419237712202,char_1,2024-02-01 14:01:44.512559
209,0.9090546302702377,0.11609496686994543,0.3936429478574285,5.354247005625651,char_1,2024-02-01 14:01:44.513559
210,0.9666223518783645,0.13229983646401428,0.3105071901038603,4.733599843552302,char_1,2024-02-01 14:01:44.514559
211,0.9791875909892507,0.1399090486421005,0.159170909394191,4.17714621982472,char_1,2024-02-01 14:01:44.515559
212,0.9844820157309061,0.1336701546475428,0.021867059916470533,3.646714693310406,char_1,2024-02-01 14:01:44.516559
213,0.9628687777555891,0.13083260445005995,-0.13895854256990708,3.194008492930788,char_1,2024-02-01 14:01:44.517559
214,0.9370323627478939,0.1256036998847613,-0.2444385158164894,3.0112193936943865,char_1,2024-02-01 14:01:44.518559
215,0.9002989086187176,0.1268306232557485,-0.39589811808643716,2.9495156469153994,char_1,2024-02-01 14:01:44.519559
216,0.870614887913942,0.11900633244561591,-0.44491902408672324,3.153809136846282,char_1,2024-02-01 14:01:44.520559
217,0.8100660206758501,0.10004432480591946,-0.5591805188005692,3.5648621353888683,char_1,2024-02-01 14:01:44.521559
218,0.7278774508790655,0.06088113939177848,-0.675043557555613,4.12306118959608,char_1,2024-02-01 14:01:44.522559
219,0.64774088457169,0.10966539903475848,-0.7672230609864733,4.694019918742701,char_1,2024-02-01 14:01:44.523559
220,0.5546772872382025,0.06262668963193922,-0.8546541282512989,5.2651490531130705,char_1,2024-02-01 14:01:44.524559
221,0.4299830110344093,0.056042127182972815,-0.8961966380866997,5.6912538367171965,char_1,2024-02-01 14:01:44.525559
222,0.27705766340992577,0.06545641117381437,-0.9537628014161753,5.980760318408462,char_1,2024-02-01 14:01:44.526559
223,0.16793878637019194,0.014944158105649665,-0.9684456377371328,6.03556702306599,char_1,2024-02-01 14:01:44.527559
224,0.07953647887448824,2.2085013934166134e-05,-1.013367975150186,5.831068750005485,char_1,2024-02-01 14:01:44.528559
225,-0.11028030314071521,-0.011519180043015095,-1.0491670978227643,5.510077091772098,char_1,2024-02-01 14:01:44.529559
226,-0.16456715497852897,-0.04696506198238029,-1.071694017478393,4.993398846658934,char_1,2024-02-01 14:01:44.530559
227,-0.34933454729016306,-0.07975522431947948,-0.94449517053365,4.39796705890393,char_1,2024-02-01 14:01:44.531559
228,-0.4024121106298936,-0.036802776128128066,-0.9329589309217774,3.857958785527671,char_1,2024-02-01 14:01:44.532559
229,-0.5141637519023746,-0.09234726231672952,-0.87885380639256,3.367398464320888,char_1,2024-02-01 14:01:44.533559
230,-0.6566611425793503,-0.09425772554491336,-0.771617849003042,3.0637995328382415,char_1,2024-02-01 14:01:44.534559
231,-0.7401352774215743,-0.13849352464502307,-0.6738569533637855,2.952317206358389,char_1,2024-02-01 14:01:44.535559
232,-0.8182827496128973,-0.1167525382804971,-0.5364130074545024,3.069002586066543,char_1,2024-02-01 14:01:44.536559
233,-0.8563562139213694,-0.12858631507096283,-0.43122939372351576,3.439314362498241,char_1,2024-02-01 14:01:44.537559
234,-0.9832632671106848,-0.14380408052828456,-0.3379010962295336,3.934139089060131,char_1,2024-02-01 14:01:44.538559
235,-0.9744638824893938,-0.13632028341239502,-0.20492981409587094,4.543274204988525,char_1,2024-02-01 14:01:44.539559
236,-0.9770839507990977,-0.13615847254338012,-0.07847907136821143,5.134957454961197,char_1,2024-02-01 14:01:44.540559
237,-0.9746145034449727,-0.15364698211691052,0.00213890029591661,5.5988919648923305,char_1,2024-02-01 14:01:44.541559
